Emotion ,"Bon voila...  Mon cas est un peu particulier, j'aimerai être aidé. Il m'arrive de plus en plus régulièrement de m'énerver, mais mes potes ont toujours eu l'habitude de me contrôler, de maîtriser ce que je vais faire même. J'étais très bagarreur plus jeune, et je crois que cette colère que je ne sors plus aujourd'hui en frappant passe par beaucoup d'énervement et de gestes qui peuvent faire peur mais je ne frappe pas, je le rappelle bien. Je suis de nouveau en couple depuis 3 mois, et je sens que c'est la bonne donc je fais au mieux, sauf que le week-end dernier j'ai piqué une grosse colère, et j'ai faillit frapper un de ses amis à elle, car il était pour moi un peu trop proche... je ne démordrais pas là dessus, il la draguait ouvertement devant moi et mes amis pensent la meme chose ! Sur le coup, tout le monde a flippé, le mec s'est barré, et je suis redescendu dans mes tours. Bien sur discussion avec ma copine, et là en pleure, elle me met un ultimatum pour me dire que soit j'arrête ces colères, soit elle part... en me disant qu'elle m'aime mais si elle veut construire quelque chose, elle veut quelqu'un de solide à côté d'elle, pas quelqu'un qui crise et qui panique selon elle. Bien sur je suis encore très remonté car je n'ai finalement que réagit normalement à un mauvais comportement, et à son ami on ne dit rien. Je sais que si je le revois, je vais vite m'énerver donc je prèfére me dire que je peux essayer de canaliser cette colère qui est en moi et qui est sûrement du à la manière dont j'ai été élevé..  si on peut m'indiquer le type de spécialiste que je dois rechercher, etc ..? ça serait sympa, meric à vous .                ",m'énerver ; bagarreur ; en couple ; piqué une grosse colère ; mauvais comportement ,gestion des émotions ; impulsivité ,
Couple - Soutien ,"Je viens vers vous car je suis très triste, on m'a annoncé que je ne pourrais sûrement pas avoir d'enfant, je ne suis pas fertile du tout et donc je me vois de´jà finir ma vie sans enfant, c'est impensable pour moi. Je suis pacsée avec un homme que j'aime depuis 6 ans et nous nous voyons parents. Le médecin nous a bien tout expliqué à tous les deux, mon compagnon est lui aussi déçu et je n'arrive pas à accepter de ne pas pouvoir être mère, de donner la vie, c'est ce qui me fait mal. Que faire ? dois-je en parler à un psychologue ? a t-on déjà vu un taux de fertilité changé ? J'ai même envie d'aller voir une voyante pour savoir si ça va arriver.. Je n'ai pas accepté cette nouvelle.. c'est trop dur--       ",très triste ; pas avoir d'enfant ; pas fertile ; pacsée ,tristesse ; acceptation ; couple ; soutien ,
Haut potentiel ,"Bonjour, Depuis peu j'ai pris connaissance du terme 'Haut potentiel'. Je me retrouve à travers plusieurs caractéristiques telles: hyper-sensibilité, perfectionniste avec peur de l'échec, manque de confiance, sentiment d'être incomprise, en marge... Je me sens prisonnière de ma différence, je cherche des réponses, pour mieux me comprendre, mieux me faire comprendre et mieux vivre.  Peut-être que certains HP accepteraient d'échanger avec moi pour me donner leur avis...? Vous remerciant de votre lecture, j'espère avoir l'occasion d'échanger avec vous. Veuillez recevoir, mes sincères salutations. Mégane                ",haut potentiel ,haut potentiel ,
Mémoire ,"Bonjour, je me présente un peu pour que vous compreniez ma situation. Je m'appelle Hubert et j'ai 62 ans, je vis dans le Finistère depuis ma retraite. J'ai des problèmes de mëmoire, je suppose dû à mon âge... et j'en ai de plus en plus ! Cela me fait peur pour tout dire, et mes amis eux rien rient.. ils ont surement raison ! Je voudrais savoir à quel âge on commence à perdre la mémoire et si je dois m'inquièter et voir une personne spécialisée ?   Je vous remercie de votre attention.                ",problèmes de mémoire ,troubles mnésiques ; mémoire ; neuropsychologie ; évaluation cognitive ,
Dépression ,"Salut !   Jviens ici car je suis fatigué constamment dpuis 2-3 ans maintnant ! Jm'étais dit que ct l'adolescence, et puis non quoi. À quoi ça pourrait etre du cette fatigue ? j'ai besoin de dormir souvent, et meme si je dors beaucoup la nuit, je peux redormir 3-4-5 heures l'aprem sans soucis.  Merci pour vos reps !                ",fatiguée constamment ; besoin de dormir souvent ,fatigue ; troubles du sommeil ; dépression ,
Confiance en soi ,"Bonsoir, J'ai besoin de vous exprimer un sentiment qui me dépasse et j'aimerais que vous m'éclairiez à ce sujet. Récemment j'ai rencontré un garçon tout juste plus âgé que moi. Notre amitié est assez hypocrite car nous évoluons tous les deux dans un domaine professionnel où la concurrence est farouche. Avant de rencontrer ce mec je me sentais forte et j'étais d'un naturel très optimiste et déterminé.  Mais depuis je suis totalement frustrée face à ce type. Je fais face à quelqu'un d'intelligent, rapide, charismatique... Je me sens clairement inférieure à lui comme si ce monde était constitué uniquement de personnes brillantes et d'autres ratées. Certaines de ses compétences semblent innées et naturelles chez lui tandis qu'à moi elles nécessitent beaucoup de sacrifices et d'acharnement au travail. D'ailleurs il ne se gène pas pour en témoigner et je suis bien obligée d'en rire avec lui.  Mais dans le fond, comme une idiote, je n'accepte tout simplement pas le fait qu'il soit meilleur que moi. Je cherche par tous les moyens des solutions de le dépasser bien que je sache qu'il faudra beaucoup de temps et de travail avant que cela n'arrive. Cela m'amène à généraliser un fait qui ne m'avait jusqu'à présent jamais sauté aux yeux. J'ai le sentiment que des gens réussissent et valent mieux que d'autres sur cette planète. Je fais référence à des personnes qui d'une part sont plus fortes physiquement et d'autre part dont les capacités intellectuelles sont meilleures que la moyenne. Quand cela va de pair avec une vie sociale épanouie et une bonne situation financière, je pense que ces gens constituent des modèles pour nous tous. Surtout quand c'est constant chez eux.  Je ressens de l'injustice et je me sens soumise à une hiérarchie naturelle de laquelle je ne parviens pas à m'élever. Je fais tout pour le dépasser mais je sais que c'est une cause perdue d'avance et ça me rend folle. Avez-vous déjà ressenti ça ? Au contraire avez-vous le sentiment d'être parti de rien dans votre vie et d'avoir réussi à dépasser beaucoup de gens qui au départ avaient une longueur d'avance sur vous ? Cela en valait-il la peine ou avez-vous perdu votre temps et votre énergie pour un trop de fierté ? Définissez-vous la plupart de vos objectifs en vous plaçant par rapport aux autres ? Si non comment faites-vous pour accepter votre condition et vous soumettre à cela ? J'ai constamment l'impression de devoir choisir entre sacrifier ma vie personnelle et ma santé au travail ou bien accepter mon infériorité en charbonnant moins et donc quelque part faire preuve de lâcheté...",avant de rencontrer ce mec ; je me sens clairement inférieure à lui ; meilleur que moi ; injustice ; hiérarchie naturelle ,confiance en soi ; sens de la vie ; relation sociale ; estime de soi ; comparaison ; valoriser ,
Confiance en soi ,"Bonjour,  J'aimerais pouvoir récolter quelques conseils sur ma situation que je ne parviens pas à résoudre seule.  J'ai 31 ans et je me sens coincée par les circonstances. C'est une impression bien sûr, j'ai compris que le problème vient de moi.  Les décisions que je prends dans la vie semblent être dépendantes du rôle qu'on m'a assignée au sein de ma famille et cela me pèse. J'en souffre et à certains moments ça menace ma santé.  J'ai toujours été dans la position de celle qui devait s'écraser devant les autres et jusqu'à récemment je ne savais même pas prendre soin de moi. J'acceptais que j'étais inférieure aux enfants de mon âge et de ma fratrie. C'était ainsi.  Même après tout ce temps qui a passé, je ne sais pas comment avoir une famille, une maison ou un job permanent. Je me sens dépourvue non pas de volonté mais d'espoir en ce que je fais. Je n'arrive pas à m'empêcher de ressentir (les émotions ne se contrôlent pas, alors à quel moment agir ?) que quoique je fasse et peu importe où je me trouve, la vie me réserve une place que je refuse de tenir : celle d'une moins que rien. Elle my ramène toujours. J'aime un homme ? Mes amis, ma famille, le monde entier me disent que je me trompe et que je devrais être avec quelqu'un ""de ma league"".  L'univers m'envoie constamment ce message : n'essaie pas de viser trop haut et reste dans ton rang.  Comment puis je me fier à mon instinct lors de mes prises de décisions, alors qu'il est entaché de la façon dont on m'a toujours considéré ?  Je suis tellement en colère.  Merci pour vos commentaires",celle qui devait s'écraser ; je ne savais même pas prendre soin de moi ; inférieure aux enfants de mon âge ; les émotions de ne se contrôlent pas ,confiance en soi ; affirmation de soi ; estime de soi ; connaissance de soi ; valorisation de soi ,
Confiance en soi ,"Bonjour je viens parler ici un peu en desespoir de cause car personne n'a pu m'aiclairer sur mon probleme et je n'ai jamais croisé quelqu'un qui a le même. voila. Je suis un homme de 31 ans et j'ai des dificultés enormes a assumer une vie de couple. Jusque la rien d'extraordinaire. Il se trouve que ma mère a été abusée dans son enfance et elle a developpé une haine envers les hommes. Ma souffrance vient du fait que je n'arrive pas a me reconnaitre comme Homme dans mes rapport aux gens en general et aux femmes en particulier. ça me fait soufrir car j'aime les femmes et j'aimerais construire quelque chose mais ma confiance en ma virilité et ma capacité a etre perçu et desiré comme un homme est detruite. Voila, j'espere avoir été assez clair dans ce petit resumé. Merci de m'avoir lu j'attend vos retour :)",assumer ; vie de couple ; je suis un homme ; m amère a été abusée dans son enfance ; elle a développé une haine envers les hommes ; je n'arrive pas à me reconnaître comme homme ; ma confiance en ma virilité ,affirmation de soi ; famille ; estime de soi ; confiance en soi ; sexualité ,
Confiance en soi ,Comment faire pour s'aimer je n'y arrive pas,comment faire ; s'aimer ,affirmation de soi ; estime de soi ; confiance en soi ,
Confiance en soi - Anxiété - Couple ,"Bonjour les amis, je me sens seule avec mon problème car j'ai 28 ans et je n'ose pas en parler autour de moi. Car on dirait que mon entourage ne comprenne pas ma détresse et les conséquences nocives de ce que je vie. Au travail et en amitié je n'ai aucune difficulté à bien m'affirmer bien au contraire, on apprecie mon caractère facilement. Par contre en relation intime c'est tout une autre histoire. Jeprouve énormément de culpabilité à sentir que j'ai perdue le contrôle de ma vie depuis que je suis dans ma relation avec mon conjoint depuis un ans. J'ai de la difficulté à me motiver et retrouver l'importance de mettre mes projets à l'avant et en priorité dans ma vie. J'ai l'impression que mon partenaire a son opinion à dire et surveille sur tout ce que j'entreprends, que jetouffe et qu'il sera impossible de me sortir de ces sentiments négatifs. Je me demande suis-je folle? Suis-je hypersensible ou entrain d'exagérer?  J'ai vraiment besoin d'opinion extérieurs. Car je sens que je me perds dans ma relation et cela me créer de l'anxiété :(",je n'ose pas en parler ; j'ai perdu le contrôle dema vie depuis que je suis dans ma relation ; difficulté à me motiver ; je me perds dans ma relationn ; anxiété ,couple ; affirmation de soi ; confiance en soi ; expression de soi ; communication ; anxiété ; soutien ; prise de recul ,
Confiance en soi ,"Bonjour ou bonsoir à vous. ca fait maintenant quelque temps que je me suis rendu compte que j’étais pas moi même, j’ai aucune confiance en moi et je ne sais pas comment faire pour devenir moi même. Je sais même pas qui je suis tellement à force de me comparer aux autres et de faire comme eux pour paraître plus ""cool """,aucune confiance en moi ; devenir moi même ; comparer aux autres,affirmation de soi ; estime de soi ; confiance en soi ; amour de soi  ; s'accepter ; libérer son potentiel ,
Confiance en soi ,"Bonjour Vous est il deja arrivé que des inconnus rient de vous sur votre passage et ce, sans aucune raison autre que le plaisir de faire du mal, de discriminer gratuitement? Pour vous à quoi est ce du? Est-ce du à un manque de beauté physique? J'ai beau chercher dans tous les sens, je ne trouve pas d'autre explication. Je subis tres regulièrement ce genre de moqueries, alors qu'il n'y a pas de raison particulière, je marche dans la rue sans rien demander à personne, je suis habillée normalement (pas comme un clown, je n ai pas les cheveux  vert fluo, je n'ai rien dans ma démarche qui soit étrange...), j'en viens à penser que c'est lié à un manque de beauté physique?  Car je ne vois vraiment pas d'autre explication? J'ai 21 ans, je suis ni grosse ni maigre je n'ai pas de signe particulier qui pourrait appeler ces moqueries, mais je sens bien qu'il y a une discrimination envers moi et pour moi ça ne peut être que physique (esthétique?) puisque les inconnus dans la rue ne me connaissent pas intellectuellement ni personnellement donc s'ils ont la gueule enfarinée en me dévisageant lorsque je passe, c'est forcément parce que j'ai un manque esthétique qui fait que je suscite la discrimination. Merci de rapporter vos propres expériences si vous avez deja vécu ça?Et pitié pas de réponses bateau du genre ""le monde est méchant, les gens sont cruels, faut pas y faire attention etc"" : ce genre de réponses n'apportent rien et ne répondent en rien  à mon questionnement qui est de savoir à quoi sont dues ces discriminations qui me visent (alors que des tas d'autres filles ne sont pas ou peu souvent visées quant à elles)...                ",discriminer ; moqueries ; manque de beauté physique ; discrimination envers moi ,affirmation de soi ; estime de soi ; confiance en soi ; image de soi ,
Tristesse ,Je ne peux pas sortir du passé. Je me blâme pour ce qui s'est passé. Ai-je une maladie attachée?,je ne peux pas sortir du passé ; je me blâme ,pensées dysfonctionnelles ; rumination ; tristesse ; blâme ; culpabilité ,
Soutien - Affirmation de soi ,"Bonjour,  J'ai 34 ans et je ne supporte plus d'être trop gentille et de toujours me faire avoir. Cela me pose beaucoup de problème dans ma vie actuelle sur 2 aspects.  1) Le travail Je travaille dans une toute petite entreprise. Nous sommes 3 et nous manquons de personnel.  Les conditions sont telles que nous subissons un énorme turn-over les personnes nouvellement embauché s'en vont généralement entre 2 et 6 semaine de travail.  J'ai été embauché il y a 5 ans et demi en tant que développeur ma profession d'origine. Environ 2 ans après le magasinier est parti j'ai donc du le remplacer. Effectuant correctement ce travail, et ne trouvant pas quelqu'un d'autre restant j'ai conservé ce poste. Ça ne me dérange pas outre mesure mais je suis toute seule, j'ai beaucoup trop de tâches et de travail. Énormément de choses repose sur mes épaules et je fais énormément d'heures supplémentaires. Mes congés sont toujours refusé car personne ne peut faire mon travail. Les heures supplémentaires ainsi que les congés non pris me sont payé n'importe comment et jamais en intégralité.  J'accepte ces conditions de travail car je n'arrive pas à m'imposer.  J'ai déjà travaillé avec la grippe et 40 de fièvre car je me dis que si je ne viens pas, ça va être trop dur pour les autres. Sauf qu'au jour d'aujourd'hui je suis épuisée moralement et je ne supporte plus la situation. J'ai eu pas mal de problème de santé qui je pense sont lié à ça et je ne sais plus quoi faire pour m'en sortir.  2) Les relations personnelles Il y a un peu plus de 6 mois, une amie a hébergé une personne qu'elle connaissait pour le dépanner parce qu'il venait d'arriver dans la région et qu'il n'avait pas de travail. On a commencé à se voir mais sans s'engager dans une relation sérieuse. Il ne voulait pas que notre amie soit au courant donc on ne lui a rien dit. Quelques temps après, il ne m'a plus contacté et on en s'est plus vu.   Puis quelques jours plus tard, lui et mon amie on eu une dispute et elle l'a mis dehors. Du coup il m'a recontacté et si au départ je n'étais pas motivé je lui ai dit qu'il pouvait passer une nuit chez moi le temps de voir pour un hébergement social. Ce qu'il a fait mais aucune place disponible. Il est donc resté chez moi. Une place s'est libéré et il devait partir le lendemain. Le lendemain je rentre du travail et il était encore là. Je me suis dit qu'il allait partir dans les jours qui viennent.  6 mois plus tard il est toujours là et n'a pas l'air de vouloir partir. Depuis il a trouvé un travail intérimaire et il gagne bien plus que moi et apparemment n’économise pas.  Je ne sais pas comment il dépense tout cet argent sans charge fixe. Il ne paye pas de loyer, de facture. Il paie juste toutes les courses.  Il me demande sans arrêt si j'ai trouvé une relation et est parfois jaloux... Pourtant nous n'avons jamais commencé une vrai relation et je sais que je ne pourrais pas vivre une vraie histoire avec lui. Car il y a des choses que je n'accepterais pas chez lui et je ne suis pas d'accord avec sa façon de vivre. Il n'a rien fait pour avancer en 6 mois et ne crée aucune relation sociale. Il se plaint sans arrêt que je ne parle pas et que je ne souris pas et ne veut pas comprendre que c'est pas dans ma nature. Du coup il m'a dit qu'il allait partir. Quand je suis rentré du travail il a fait comme si de rien n'était et est toujours là. Il ne sait pas où aller et du coup...  Ça commence vraiment à me gêner déjà vis à vis de mon amie qui ne sait toujours rien et pourrait le découvrir à tout instant et surtout que j'ai rencontré un homme charmant avec qui je pourrais démarrer une vraie relation durable et saine mais que je me refuse car dans cette situation un peu chaotique.   Bref merci à ceux qui sont arrivé jusqu'au bout. Tout ça pour vous dire que j'en ai assez d'être trop gentille, de penser aux autres avant moi même. Je ne le supporte plus. Tout vos conseils seront bons à prendre.  Merci d'avante  Lucie",trop gentille ; épuisée moralement ; le travil ; les relations personnelles ,soutien ; affirmation de soi ; épuisement ; couple,
Confiance en soi - Traumatisme ,"😥Bonjour à tous, Je voulais évoquer mon grand manque de confiance en moi......Ayant vécue un traumatisme à l'age de 8 huit, ma vie à basculée depuis cet événement! J'essaye de donner le change, de rire et d’être la fille la plus sympa possible...Pour qu'on m'accepte et m'aime. En fait je fais tout ça car je me rejette et j'ai donc peur que les autres me rejettent aussi! Il faut dire que mes amies me disent ""Mais Vahine, (pseudo), je te croyais plus intelligente que ça!""; ou "" Qu'est-ce que t'es immature""....Et moi ça me fait trop mal,parce que j'essaye de faire au mieux pour mon entourage et on me rabaisse tout le temps!  SVP, dites moi comment faire pour qu'on me respecte?  Merci d'avance, portez vous bien   :)",manque de confiance en moi ; traumatisme à l'âge de 8 ans ; je me rejette ; j'ai peur que les autres me rejettent ; j'essaye de faire au mieux ; on me rabaisse tout le temps ,confiance en soi ; affirmation de soi ; estime de soi ; connaissance de soi ; traumatisme ,
Mémoire ,"bonjour a tous  j'ai de serieux problème de mémoire, j'oublie facilement ce qu'on peut me dire et j'ai beaucoup de mal a m'exprimer et sa commence sérieusement a me faire défaut. Beaucoup de personne pense que je me moque de ce qui peuvent dire sauf que c'est faux. Moi j'en ais marre oublier les choses qui on été déjà dis. je fini par plus osez poser des question car je me dis ""est ce déja poser cette question?""j'oublie de me faire des injection insuline hors je sais tres bien que je dois la faire avant chaque repas Sa impacte aussi mon travail. Comment je peut faire pour ne plus oublier les choses et ce qu'on me dis ?",problème de mémoire ; j'oublie facilement ; beaucoup de mal à m'exprimer,mémoire ; troubles mnésiques ; neuropsychologie ; troubles cognitifs ,
Affirmation de soi ,"Bonjour à tous,Je poste à nouveau ce message dans cette section qui est finalement beaucoup plus appropriée.Je voudrais vous parler d'une situation dont je ne suis pas fière du tout. Ne me juger pas s'il vous plait, car je culpabilise assez comme ça de m'être mise dans cette situation :-(Je suis une grande anxieuse sociale. Je n'ai pas beaucoup d'amis juste des relations factuels (échanges superficiels la plupart du temps, très peu de liens intimes).Du coup mon problème c'est que dès que je commence à créer un lien affectif avec quelqu'un j'ai tendance à m'emballer trop, à me plier en 4 pour la personne, à lui faire trop confiance et à pardonner trop de choses. C'est ce qui est arrivé avec un homme rencontré en début d'année. Nous nous sommes affectivement rapprochés. Il avait des soucis, j'ai eu beaucoup de compassion pour lui et lui ai prêté une très grosse somme d'argent. Lui prêter de l'argent était un risque ça me mettait pas à l'aise, mais si je ne l'aidais pas je me sentais encore plus mal. Donc j'ai pris le risque de l'aider…Je lui avait fait signer une reconnaissance de dette. Et j'ai convenu avec lui d'étaler ses remboursements avec une date limite sur 15 mois pour qu'il puisse me rembourser très tranquillement.Il devait normalement commencer à me rembourser le 15 juillet dernier un premier virement. Mais arrivé au 15 juillet, je n'avais toujours rien sur mon compte en banque… Alors je lui ai fait la remarque. Il me répond qu'il me paiera mardi prochain sans faute. Arrivé au jour J, le soir n'ayant toujours rien sur mon compte je le relance. Il répond qu'il peut pas me faire le virement, qu'il préfère me payer en espèce la prochaine fois qu'on se verra. Il me demande si je suis dispo le week-end suivant, me dit qu'il souhaite me rembourser rapidement car après il va accumuler trop de dettes, qu'il me doit beaucoup d'argent et qu'il est pas à l'aise avec ça, blablabla……Du coup je suis rassurée. Mais arrivée au week-end suivant c'est encore moi qui suis obligée de le relancer. Je lui fixe un rdv par sms pour aujourd'hui. Bizarrement il me téléphone avec un autre numéro de téléphone en me disant avoir changé de numéro…. Mais on n'a pas le temps d'aborder le sujet de l'argent car il doit aller travailler…. Alors je renvoie à nouveau le même texto à ce nouveau numéro pour être sûre qu'il le lise. Comme après plusieurs heures je n'ai reçu aucune réponse, je renvoie encore le même texto. J'ai pas dormi de la nuit car j'étais en attente d'une réponse de sa part…Ce matin il finit enfin par me répondre en me disant qu'il me paiera la semaine prochaine, qu'il passera même me voir chez moi pour me payer.Mais je commence à douter sérieusement de ce qu'il me dit...Ce que je trouve surprenant et impoli de sa part et qui ne me rassure pas du tout c'est que malgré qu'il me relance régulièrement de sa propre initiative pour me demander de mes nouvelles, JAMAIS il ne prend l'initiative de me parler de l'argent qu'il me doit. C'est toujours moi qui suis obligée d'en parler. ça fait donc plusieurs fois que je le relance depuis mi juillet et qu'il me promet qu'il me remboursera la semaine suivante. Plusieurs fois que je garde espoir et qu'il ne se passe finalement rien, et qu'il continue malgré tout à me donner des nouvelles comme si de rien n'était.Je commence sérieusement à désespérer de revoir mon argent un jour.Les rares personnes a qui j'en ai parlé me font la morale, me disent que c'est une bonne leçon pour moi, que je ne reverrai jamais mon argent. C'est dur car j'aurais préféré avoir un peu de soutien de la part de mon entourage car la situation est assez difficile comme ça pour moi…. Le plus dur pour moi c'est l'impression d'avoir été trahie par quelqu'un a qui j'ai voulu donner mon affection et ma confiance…. L'impression que ce schéma se répète sans cesse…. qu'à chaque fois que je donne ma confiance à quelqu'un on finit par me trahir...Jusqu'ici j'ai été beaucoup trop gentille et il en a profité à tous les niveaux…. Le problème c'est que je crains que si je commence à hausser un peu le ton, il le prenne mal et finisse par me bloquer de ses contacts ou changer son numéro de téléphone (depuis qu'on se connait c'est la 2ème fois qu'il change de numéro de téléphone, je trouve ça super louche.... Il me redonne à chaque fois son nouveau numéro, mais je sens que si je hausse le ton avec lui il coupera contact avec moi comme il semble l'avoir fait avec d'autres personnes…).Comment faire pour me montrer suffisamment assertive (ni trop gentille ni trop agressive) pour le convaincre de me rembourser ?Merci beaucoup pour vos retours                ",je culpabilise ; anxieuse sociale ; créer un lien affecitf ; faire trop confiance ; pardonner trop de choses ; prêté une très grosse somme d'argent ; il me promet qu'il me remboursera ,anxiété ; affirmation de soi ; expression des émotions,
Affirmation de soi ,"Je me sent sous pression de la société. Mes idées mes passions et mon bonheur sont grand. Mais je me sent contrainte, emprisonné, restreinte et je perds toute motivation.  Qu'est ce qui ne va pas ?",sous pression de la société ; je me sens contrainte ; je perds toute motivation ,sens de la vie ; relation sociale ; affirmation de soi ; confiance en soi ; libérer son potentiel ,
Connaissance de soi ,Alors avant mes 18 ans je faisais beaucoup de câlins de bisous à ma copine ainsi que de l’attention tout le temps ...  On avait plusieurs rapport sexuelle par mois à chaque fois que l’on se voyait pratiquement.. Depuis je n’aime plus recevoir ou faire de câlin.. les bisous c’est de temps en temps  et j’avoue que j’y donne moins d’attention.. Jarrive pas redevenir comme avant .. car ça me saoul maintenant l’affection tous ça ...,je n'aime plus recevoir ou faire de câlin ; jarrive pas redevenir comme avant ,changement ; couple ; connaissance de soi ,
Autisme - Estime de soi ,"Bonjour,J'ai réussi a travailler beaucoup de choses avec des psy. Par exemple, je n'ai plus peur de mes hallucinations. Je sais qu'elles sont fausses.Mais il y a une chose que je n'ai jamais réussi à soigner: J'ai l'impression d être incapable de me pardonner.Pas plus tard que tout à l'heure, ma sœur m'a demandé de garder son bébé. Je l'ai fait. A moment, elle s'est mise presque contre son berceau en mousse. Elle n'avait pas non plus la bouche dessus. Ma sœur est arrivée et elle dit qu'il ne fallait pas la laisser comme ça, qu'elle pouvait s'étouffer. Et là, j'ai ressenti une infinie tristesse, doublé d'une honte. J'ai eu tellement peur d'avoir attentée à sa vie, qu'au moment où je vous écrit, je me suis enfermée, et je pleure! Je sais que dans ce genre de situation, je me dis que je suis une grosse conne (pardon, pour le moment, mais si je disais, bête, je ferai un euphémisme). et je vais en faire toute une histoire pendant longtemps….trèes longtemps.Je ne pleure pas comment des années, mais ça fait dix ans que je n'arrive pas à me pardonner certaines choses. Pourtant je n'ai jamais tué qui que ce soi. La petite va parfaitement bien, je n'ai tué personne, et ma sœur ne m'en veut pas. J'ai été déclarée autiste. Ca a peut-être un lien. Mais je ne m'aime pas, je ne pardonne pas souvent, et il m'arrive parfois de m'auto-punir, en me disant que je ne mérite pas telle ou telle chose, donc je ne le ferait pas, en m'enfermement.J'ai déjà eu envie de me suicider à cause des hallucinations dont jamais parlée il y a quelques mois, mais aussi, à cause de ça.Pourtant, je fais de belles choses, Par exemple, je fais des actions pour aider l'Unicef. J'arrive facilement à pardonner aux autres.. Mais moi, je fais souvent des histoire, parce que je ne me pardonne pas, et j'aurais besoin de conseils pour m'aider à le faire svp….                ",hallucinations ; incapable de me pardonner ; autiste ; m'auto-punir ,autisme ; hallucinations ; estime de soi ; pensées dysfonctionnelles ; rumination ,
Affirmation de soi ,"Cela risque d'être un peu long mais je me pose beaucoup de questions sur mon état mental ces derniers temps. Je tiens à prévenir que je n'attends pas forcément de réponses. Je ressens juste le besoin d'exprimer mon mal être car je ne sais plus à qui en parler. Je suis en prépa depuis 2 ans maintenant et je signe enfin la fin de ces deux années de souffrance.Je suis entrée dans cette filière après le lycée assez confiante de l'avenir et de ce que je pourrais devenir. Mais voilà, comme bon nombre d'étudiants qui sont rentrés la dedans j'ai fini brisé. Je me suis totalement perdue, moi qui était de base assez solitaire mais que l'on définissait toujours comme une personne généreuse et qui donne de son temps aux autres, je suis devenue une personne insensible, qui ne veut voir personne et qui ne ressent plus aucune compassion.Pour tout vous dire j'ai failli perdre ma mère il y a 3 mois de cela, d'un terrible accident. Durant cette période d'incertitude, ma sœur et moi avons dut relever mon père et mon frère. Nous n'avons pas craquer et nous faisions tout ce que nous pouvions pour conserver un peu de bonne humeur et d'optimisme. Je devais en plus de cela poursuivre mon année de prépa et préparer mes concours qui se rapprochaient grandement. Alors j'ai beaucoup pris sur moi et j'ai enfoui cette douleur. Pourtant, depuis je deviens insociable, la présence des autres m'énerve grandement et même les problèmes de ma meilleure amie deviennent gênant pour moi. Avant je sais que j'aurais tout donné pour elle, mais à présent tout cela est beaucoup trop lourd.J'ai l'impression que cela m'étouffe et je n'ai plus aucune envie de lui donner de mon aide. Pourtant je culpabilise car elle a aussi beaucoup fait pour moi et je me sens très égoïste alors j'essaye une fois de plus de prendre sur moi.Je ne suis plus du tout la personne d'il y a 2 ans, je sais que l'accident de ma mère à beaucoup joué, mais je sais aussi que la prépa y est pour quelque chose.J'essaye de m'accrocher encore un peu pour finir mon année, certes en rampant mais au moins en ayant survécu.Le seul besoin que je ressens à présent, serait de tout couper et de partir loin et seule pour prendre un nouveau départ.                ",exprimer mon mal être ; je suis en prépa ; années de souffrance ; étudiants ; brisé ; je me suis totalement perdue ; assez solitaire ; je suis devenue une personne insensible ; ne veut voir personne ; qui ne ressent plus aucune compassion ; j'ai failli perdre ma mère ; j'ai beaucoup pris sur moi ; enfoui cette douleur ; je deviens insociable ; cela m'étouffe ; je culpabilise ; accident de ma mère ; prendre un nouveau départ ,stress ; tristesse ; peur ; famille ; accident ; confiance en soi ; estime de soi ; image de soi ; changement ; espoir ; expression des émotions ; communication  ,
Phobie - Confiance en soi ,"Bonjour, Je me présente. Je suis jeune, j'ai 21 ans. J'ai des relations sexuelles depuis un certains nombres d'années mais j'ai toujours énormément complexé sur ma poitrine. Je la trouve moche, mes seins ne me plaisent tellement pas que cela me bloque à les montrer aux hommes avec qui je peux être. Même si certains d'entre eux ont pu complimenter ma poitrine, je n'arrive pas à dépasser se complexe et à les croire. Pour moi, ils disent ca pour me rassurer. J'aimerai vraiment dépasser ce complexe car il m'empêche de me lâcher complètement. Durant mes rapports je suis parfois plus préoccupé à l'idée que la personne juge mes seins plus que par le moment présent. Je ne sais pas comment surmonter ce complexe qui me gâche la vie....                ",jeune ; 21 ans ; relation sexuelles ; complexée sur ma poitrine ; cela me bloque ; dépasser ce complexe ,complexe ; confiance en soi ; image de soi ; fausses croyances ; dysmorphophobie ; phobie,
